run_id,policy,t_rel_s,c1_search_viol_pct,n_c1_search,all_viol_pct,S1_pct,S2_pct,S3_pct
A_server_site_s3,site_s3,331,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,332,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,333,1.4925,134,1.7544,0.0,0.0,100.0
A_server_site_s3,site_s3,334,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,335,0.0,132,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,336,0.0,135,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,337,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,338,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,339,0.0,131,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,340,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,341,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,342,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,343,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,344,0.0,132,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,345,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,346,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,347,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,348,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,349,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,350,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,351,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,352,0.0,133,0.0,0.0,0.0,100.0
