t_rel_s,cohort,class,slack_S1,slack_S2,slack_S3,observed_rate_kbit,d_acc_ms,subset_cluster
-34.66,c1,search,31.1,19.62,11.34,,0.0,sub_s23
-33.66,c1,search,31.1,19.74,11.14,,0.0,sub_s23
-32.66,c1,search,31.1,19.89,11.31,,0.0,sub_s23
-31.66,c1,search,31.1,20.09,11.29,,0.0,sub_s23
-30.66,c1,search,31.1,20.01,11.29,,0.0,sub_s23
-29.66,c1,search,31.1,19.53,11.38,,0.0,sub_s23
-28.66,c1,search,31.1,19.05,11.53,,0.0,sub_s23
-27.66,c1,search,31.1,19.94,11.53,,0.0,sub_s23
-26.66,c1,search,31.1,20.07,11.5,,0.0,sub_s23
-25.66,c1,search,31.1,19.62,11.5,,0.0,sub_s23
-24.66,c1,search,31.1,19.62,11.21,,0.0,sub_s23
-23.66,c1,search,31.1,20.03,11.53,,0.0,sub_s23
-22.66,c1,search,31.1,20.05,11.27,,0.0,sub_s23
-21.66,c1,search,31.1,20.06,11.21,,0.0,sub_s23
-20.66,c1,search,31.1,19.77,11.21,,0.0,sub_s23
-19.66,c1,search,31.1,19.71,11.57,,0.0,sub_s23
-18.66,c1,search,31.1,19.74,11.63,,0.0,sub_s23
-17.66,c1,search,31.1,19.98,11.5,,0.0,sub_s23
-16.66,c1,search,31.1,19.98,11.52,,0.0,sub_s23
-15.66,c1,search,31.1,19.74,11.35,,0.0,sub_s23
-14.66,c1,search,31.1,19.87,11.29,,0.0,sub_s23
-13.66,c1,search,31.1,19.87,11.27,,0.0,sub_s23
-12.66,c1,search,31.1,19.86,11.59,,0.0,sub_s23
-11.66,c1,search,31.1,19.89,11.51,,0.0,sub_s23
-10.66,c1,search,31.1,19.97,11.24,,0.0,sub_s23
-9.66,c1,search,31.1,19.84,11.49,,0.0,sub_s23
-8.66,c1,search,31.1,19.14,11.56,,0.0,sub_s23
-7.66,c1,search,31.1,19.14,11.52,,0.0,sub_s23
-6.66,c1,search,31.1,19.41,11.45,,0.0,sub_s23
-5.66,c1,search,31.1,18.95,11.5,,0.0,sub_s23
-4.66,c1,search,31.1,19.71,11.39,,0.0,sub_s23
-3.66,c1,search,31.1,19.42,11.17,,0.0,sub_s23
-2.66,c1,search,31.1,19.62,11.13,,0.0,sub_s23
-1.66,c1,search,31.1,20.07,11.12,,0.0,sub_s23
-0.66,c1,search,31.1,19.57,11.13,,0.0,sub_s23
0.34,c1,search,31.1,20.32,11.51,,0.0,sub_s23
1.34,c1,search,31.1,20.12,11.53,,0.0,sub_s23
2.34,c1,search,31.1,19.13,11.42,,0.0,sub_s23
3.34,c1,search,31.1,19.04,11.41,,0.0,sub_s23
4.34,c1,search,31.1,19.69,11.2,,0.0,sub_s23
5.34,c1,search,31.1,18.75,11.12,,0.0,sub_s23
6.34,c1,search,31.1,18.53,11.4,,0.0,sub_s23
7.34,c1,search,31.1,19.75,11.37,,0.0,sub_s23
8.34,c1,search,31.1,19.89,11.41,,0.0,sub_s23
9.34,c1,search,31.1,19.68,11.54,,0.0,sub_s23
10.34,c1,search,31.1,19.68,11.3,,0.0,sub_s23
11.34,c1,search,31.1,20.36,11.2,,0.0,sub_s23
12.34,c1,search,31.1,20.09,11.51,,0.0,sub_s23
13.34,c1,search,31.1,19.16,11.5,,0.0,sub_s23
14.34,c1,search,31.1,19.27,11.48,,0.0,sub_s23
15.34,c1,search,31.1,19.79,11.27,,0.0,sub_s23
16.34,c1,search,31.1,19.64,11.31,,0.0,sub_s23
17.34,c1,search,31.1,19.51,11.56,,0.0,sub_s23
18.34,c1,search,31.1,19.81,11.36,,0.0,sub_s23
19.34,c1,search,31.1,19.77,11.22,,0.0,sub_s23
20.34,c1,search,31.1,19.95,11.27,,0.0,sub_s23
21.34,c1,search,31.1,19.78,11.29,,0.0,sub_s23
22.33,c1,search,31.1,19.39,11.27,,0.0,sub_s23
23.34,c1,search,31.1,18.95,11.27,,0.0,sub_s23
24.34,c1,search,31.1,18.95,11.13,,0.0,sub_s23
25.34,c1,search,31.1,20.06,11.21,,0.0,sub_s23
26.34,c1,search,31.1,20.05,11.29,,0.0,sub_s23
27.34,c1,search,31.1,20.05,11.15,,0.0,sub_s23
28.34,c1,search,31.1,20.28,11.16,,0.0,sub_s23
29.34,c1,search,31.1,19.9,11.13,,0.0,sub_s23
30.34,c1,search,31.1,19.82,11.54,,0.0,sub_s23
31.34,c1,search,31.1,20.03,11.55,,0.0,sub_s23
32.34,c1,search,31.1,20.11,11.35,,0.0,sub_s23
33.34,c1,search,31.1,20.12,11.35,,0.0,sub_s23
34.34,c1,search,31.1,19.88,11.35,,0.0,sub_s23
35.34,c1,search,31.1,19.74,11.43,,0.0,sub_s23
36.34,c1,search,31.1,19.61,11.49,,0.0,sub_s23
37.34,c1,search,31.1,19.6,11.28,,0.0,sub_s23
38.34,c1,search,31.1,19.6,11.35,,0.0,sub_s23
39.34,c1,search,31.1,19.91,11.51,,0.0,sub_s23
40.34,c1,search,31.1,19.58,11.49,,0.0,sub_s23
41.34,c1,search,31.1,19.74,11.53,,0.0,sub_s23
42.34,c1,search,31.1,19.9,11.48,,0.0,sub_s23
43.34,c1,search,31.1,20.08,11.41,,0.0,sub_s23
44.34,c1,search,31.1,19.58,11.41,,0.0,sub_s23
45.34,c1,search,31.1,19.73,11.43,,0.0,sub_s23
46.34,c1,search,31.1,20.03,11.43,,0.0,sub_s23
47.34,c1,search,31.1,19.62,11.48,,0.0,sub_s23
48.34,c1,search,31.1,19.51,11.44,,0.0,sub_s23
49.34,c1,search,31.1,19.24,11.4,,0.0,sub_s23
50.34,c1,search,31.1,19.21,11.54,,0.0,sub_s23
51.34,c1,search,31.1,19.76,11.44,,0.0,sub_s23
52.34,c1,search,31.1,20.21,11.33,,0.0,sub_s23
53.34,c1,search,31.1,20.34,11.16,,0.0,sub_s23
54.34,c1,search,31.1,19.76,11.29,,0.0,sub_s23
55.34,c1,search,31.1,19.69,11.34,,0.0,sub_s23
56.34,c1,search,31.1,19.69,11.54,,0.0,sub_s23
57.34,c1,search,31.1,19.71,11.47,,0.0,sub_s23
58.34,c1,search,31.1,19.96,11.33,,0.0,sub_s23
59.34,c1,search,31.1,19.66,11.22,,0.0,sub_s23
60.34,c1,search,31.1,19.44,11.36,,0.0,sub_s23
61.34,c1,search,31.1,19.69,11.48,,0.0,sub_s23
62.34,c1,search,31.1,20.14,11.59,,0.0,sub_s23
63.34,c1,search,31.1,20.1,11.42,,0.0,sub_s23
64.34,c1,search,31.1,19.87,11.5,,0.0,sub_s23
65.34,c1,search,31.1,19.72,11.5,,0.0,sub_s23
66.34,c1,search,31.1,19.88,11.58,,0.0,sub_s23
67.34,c1,search,31.1,19.88,11.57,,0.0,sub_s23
68.34,c1,search,31.1,19.89,11.33,,0.0,sub_s23
69.34,c1,search,31.1,19.75,11.14,,0.0,sub_s23
70.34,c1,search,31.1,19.67,11.34,,0.0,sub_s23
71.34,c1,search,31.1,19.69,11.46,,0.0,sub_s23
72.34,c1,search,31.1,19.73,11.34,,0.0,sub_s23
73.34,c1,search,31.1,19.72,11.29,,0.0,sub_s23
74.34,c1,search,31.1,19.76,11.28,,0.0,sub_s23
75.34,c1,search,31.1,19.84,11.4,,0.0,sub_s23
76.34,c1,search,31.1,19.38,11.4,,0.0,sub_s23
77.34,c1,search,31.1,19.32,11.42,,0.0,sub_s23
78.34,c1,search,31.1,19.93,11.4,,0.0,sub_s23
79.34,c1,search,31.1,19.91,11.32,,0.0,sub_s23
80.34,c1,search,31.1,19.9,11.32,,0.0,sub_s23
81.34,c1,search,31.1,19.25,11.36,,0.0,sub_s23
82.34,c1,search,31.1,19.88,11.45,,0.0,sub_s23
83.34,c1,search,31.1,20.02,11.34,,0.0,sub_s23
84.34,c1,search,31.1,19.92,11.21,,0.0,sub_s23
85.34,c1,search,31.1,19.44,11.41,,0.0,sub_s23
86.34,c1,search,31.1,18.79,11.5,,0.0,sub_s23
87.34,c1,search,31.1,19.47,11.44,,0.0,sub_s23
88.34,c1,search,31.1,19.31,11.45,,0.0,sub_s23
89.34,c1,search,31.1,19.16,11.26,,0.0,sub_s23
90.34,c1,search,31.1,19.85,11.25,,0.0,sub_s23
91.34,c1,search,31.1,18.95,11.41,,0.0,sub_s23
92.34,c1,search,31.1,19.83,11.45,,0.0,sub_s23
93.34,c1,search,31.1,19.81,11.26,,0.0,sub_s23
94.34,c1,search,31.1,19.56,11.23,,0.0,sub_s23
95.34,c1,search,31.1,19.83,11.43,,0.0,sub_s23
96.34,c1,search,31.1,19.53,11.47,,0.0,sub_s23
97.34,c1,search,31.1,19.55,11.47,,0.0,sub_s23
98.34,c1,search,31.1,19.67,11.26,,0.0,sub_s23
99.34,c1,search,31.1,19.43,11.44,,0.0,sub_s23
100.34,c1,search,31.1,19.65,11.34,,0.0,sub_s23
101.34,c1,search,31.1,19.65,11.2,,0.0,sub_s23
102.34,c1,search,31.1,19.27,11.2,,0.0,sub_s23
103.34,c1,search,31.1,20.11,11.31,,0.0,sub_s23
104.34,c1,search,31.1,20.45,11.56,,0.0,sub_s23
105.34,c1,search,31.1,20.08,11.44,,0.0,sub_s23
106.33,c1,search,31.1,19.56,11.4,,0.0,sub_s23
107.34,c1,search,31.1,19.67,11.44,,0.0,sub_s23
108.34,c1,search,31.1,20.03,11.36,,0.0,sub_s23
109.34,c1,search,31.1,20.09,11.51,,0.0,sub_s23
110.34,c1,search,31.1,20.05,11.56,,0.0,sub_s23
111.34,c1,search,31.1,19.23,11.54,,0.0,sub_s23
112.34,c1,search,31.1,19.52,11.46,,0.0,sub_s23
113.34,c1,search,31.1,19.97,11.29,,0.0,sub_s23
114.34,c1,search,31.1,19.97,11.46,,0.0,sub_s23
115.34,c1,search,31.1,19.47,11.55,,0.0,sub_s23
116.34,c1,search,31.1,19.47,11.59,,0.0,sub_s23
117.34,c1,search,31.1,19.4,11.59,,0.0,sub_s23
118.34,c1,search,31.1,19.96,11.53,,0.0,sub_s23
119.34,c1,search,31.1,19.72,11.35,,0.0,sub_s23
120.34,c1,search,6.49,-4.83,-13.32,1600,24.607,site_s1
121.34,c1,search,6.28,-4.23,-13.84,1600,24.817,site_s1
122.34,c1,search,8.83,-4.33,-14.06,1600,25.042,site_s1
123.34,c1,search,8.99,-4.33,-14.06,1600,25.042,site_s1
124.34,c1,search,8.99,-4.33,-14.06,1600,25.043,site_s1
125.34,c1,search,8.23,-4.33,-14.06,1600,25.045,site_s1
126.34,c1,search,8.09,-4.33,-14.06,1600,25.043,site_s1
127.34,c1,search,8.41,-4.33,-14.06,1600,25.043,site_s1
128.34,c1,search,8.23,-4.33,-14.06,1600,25.04,site_s1
129.34,c1,search,8.01,-4.33,-14.06,1600,25.045,site_s1
130.34,c1,search,8.98,-4.33,-14.06,1600,25.043,site_s1
131.34,c1,search,9.31,-4.33,-14.06,1600,25.042,site_s1
132.34,c1,search,8.88,-4.33,-14.06,1600,25.043,site_s1
133.34,c1,search,9.16,-4.33,-14.06,1600,25.042,site_s1
134.34,c1,search,9.15,-4.33,-14.06,1600,25.045,site_s1
135.34,c1,search,9.05,-4.33,-14.06,1600,25.042,site_s1
136.34,c1,search,8.76,-4.33,-14.06,1600,25.042,site_s1
137.34,c1,search,7.83,-4.33,-14.06,1600,25.045,site_s1
138.34,c1,search,8.78,-4.33,-14.06,1600,25.043,site_s1
139.34,c1,search,9.07,-4.33,-14.06,1600,25.043,site_s1
140.34,c1,search,9.06,-4.33,-14.06,1600,25.045,site_s1
141.34,c1,search,9.06,-4.33,-14.06,1600,25.043,site_s1
142.34,c1,search,9.07,-4.33,-14.06,1600,25.042,site_s1
143.34,c1,search,9.15,-4.33,-14.06,1600,25.042,site_s1
144.34,c1,search,8.75,-4.33,-14.06,1600,25.044,site_s1
145.34,c1,search,8.76,-4.33,-14.06,1600,25.042,site_s1
146.34,c1,search,8.58,-4.33,-14.06,1600,25.042,site_s1
147.34,c1,search,8.05,-4.33,-14.06,1600,25.044,site_s1
148.34,c1,search,8.78,-4.33,-14.06,1600,25.043,site_s1
149.34,c1,search,8.74,-4.33,-14.06,1600,25.042,site_s1
150.34,c1,search,8.88,-4.33,-14.06,1600,25.044,site_s1
151.34,c1,search,9.06,-4.33,-14.06,1600,25.044,site_s1
152.34,c1,search,9.04,-4.33,-14.06,1600,25.042,site_s1
153.34,c1,search,9.02,-4.33,-14.06,1600,25.043,site_s1
154.34,c1,search,9.0,-4.33,-14.06,1600,25.043,site_s1
155.34,c1,search,8.85,-4.33,-14.06,1600,25.043,site_s1
156.34,c1,search,8.85,-4.33,-14.06,1600,25.043,site_s1
157.34,c1,search,8.82,-4.33,-14.06,1600,25.04,site_s1
158.34,c1,search,8.86,-4.33,-14.06,1600,25.042,site_s1
159.34,c1,search,8.76,-4.33,-14.06,1600,25.043,site_s1
160.34,c1,search,8.69,-4.33,-14.06,1600,25.044,site_s1
161.34,c1,search,9.13,-4.33,-14.06,1600,25.044,site_s1
162.34,c1,search,9.09,-4.33,-14.06,1600,25.042,site_s1
163.34,c1,search,8.95,-4.33,-14.06,1600,25.042,site_s1
164.34,c1,search,8.95,-4.33,-14.06,1600,25.044,site_s1
165.34,c1,search,8.89,-4.33,-14.06,1600,25.043,site_s1
166.34,c1,search,8.11,-4.33,-14.06,1600,25.042,site_s1
167.34,c1,search,8.75,-4.33,-14.06,1600,25.04,site_s1
168.34,c1,search,9.15,-4.33,-14.06,1600,25.042,site_s1
169.34,c1,search,8.46,-4.33,-14.06,1600,25.044,site_s1
170.34,c1,search,8.28,-4.33,-14.06,1600,25.042,site_s1
171.34,c1,search,9.21,-4.33,-14.06,1600,25.04,site_s1
172.34,c1,search,9.13,-4.33,-14.06,1600,25.044,site_s1
173.34,c1,search,8.82,-4.33,-14.06,1600,25.043,site_s1
174.34,c1,search,8.25,-4.33,-14.06,1600,25.043,site_s1
175.34,c1,search,8.29,-4.33,-14.06,1600,25.044,site_s1
176.34,c1,search,8.23,-4.33,-14.06,1600,25.043,site_s1
177.34,c1,search,8.97,-4.33,-14.06,1600,25.043,site_s1
178.34,c1,search,9.25,-4.33,-14.06,1600,25.043,site_s1
179.34,c1,search,8.91,-4.33,-14.06,1600,25.044,site_s1
180.34,c1,search,8.87,-4.33,-14.06,1600,25.042,site_s1
181.34,c1,search,7.18,-4.4,-14.13,1600,25.11,site_s1
182.34,c1,search,6.68,-4.02,-14.19,1600,25.17,site_s1
183.34,c1,search,6.76,-4.02,-14.18,1600,25.158,site_s1
184.34,c1,search,6.4,-4.22,-14.18,1600,25.159,site_s1
185.34,c1,search,6.11,-4.22,-14.18,1600,25.162,site_s1
186.34,c1,search,4.47,-4.45,-14.18,1600,25.166,site_s1
187.34,c1,search,4.88,-4.46,-14.2,1600,25.178,site_s1
188.34,c1,search,6.71,-4.22,-14.16,1600,25.141,site_s1
189.34,c1,search,7.56,-4.33,-14.15,1600,25.135,site_s1
190.34,c1,search,6.58,-4.34,-14.16,1600,25.144,site_s1
191.34,c1,search,5.12,-4.4,-14.17,1600,25.152,site_s1
192.34,c1,search,5.23,-4.13,-14.18,1600,25.16,site_s1
193.34,c1,search,6.36,-4.12,-14.17,1600,25.154,site_s1
194.34,c1,search,7.6,-4.11,-14.18,1600,25.164,site_s1
195.34,c1,search,7.67,-4.2,-14.18,1600,25.156,site_s1
196.34,c1,search,3.11,-4.66,-14.18,1600,25.158,site_s1
197.34,c1,search,1.54,-4.41,-14.2,1600,25.182,site_s1
198.34,c1,search,6.11,-4.18,-14.19,1600,25.174,site_s1
199.34,c1,search,5.78,-4.47,-14.2,1600,25.185,site_s1
200.34,c1,search,6.04,-4.47,-14.21,1600,25.186,site_s1
201.34,c1,search,6.43,-4.47,-14.2,1600,25.178,site_s1
202.34,c1,search,6.5,-4.11,-14.18,1600,25.163,site_s1
203.34,c1,search,6.83,-4.12,-14.16,1600,25.139,site_s1
204.34,c1,search,6.59,-4.46,-14.19,1600,25.173,site_s1
205.34,c1,search,5.84,-4.49,-14.23,1600,25.207,site_s1
206.34,c1,search,5.04,-4.24,-14.18,1600,25.16,site_s1
207.34,c1,search,4.91,-4.47,-14.21,1600,25.187,site_s1
208.34,c1,search,5.87,-4.49,-14.22,1600,25.199,site_s1
209.34,c1,search,5.84,-4.49,-14.22,1600,25.202,site_s1
210.34,c1,search,6.03,-4.47,-14.2,1600,25.183,site_s1
211.34,c1,search,5.58,-4.05,-14.18,1600,25.165,site_s1
212.34,c1,search,5.9,-4.47,-14.2,1600,25.183,site_s1
213.34,c1,search,6.18,-4.48,-14.21,1600,25.193,site_s1
214.34,c1,search,6.43,-4.48,-14.21,1600,25.193,site_s1
215.34,c1,search,5.17,-4.48,-14.21,1600,25.194,site_s1
216.34,c1,search,1.58,-4.48,-14.21,1600,25.189,site_s1
217.34,c1,search,1.0,-4.47,-14.2,1600,25.184,site_s1
218.34,c1,search,6.34,-4.49,-14.22,1600,25.201,site_s1
219.34,c1,search,6.29,-4.49,-14.22,1600,25.198,site_s1
220.34,c1,search,6.91,-4.47,-14.2,1600,25.182,site_s1
221.34,c1,search,6.65,-4.49,-14.18,1600,25.159,site_s1
222.34,c1,search,6.64,-4.14,-14.19,1600,25.171,site_s1
223.34,c1,search,6.68,-4.13,-14.19,1600,25.167,site_s1
224.34,c1,search,6.77,-4.1,-14.18,1600,25.165,site_s1
225.34,c1,search,7.39,-4.1,-14.19,1600,25.171,site_s1
226.34,c1,search,5.75,-4.47,-14.21,1600,25.186,site_s1
227.34,c1,search,5.77,-4.41,-14.19,1600,25.174,site_s1
228.34,c1,search,6.3,-4.26,-14.18,1600,25.157,site_s1
229.34,c1,search,5.85,-4.01,-14.19,1600,25.173,site_s1
230.34,c1,search,6.14,-4.09,-14.17,1600,25.154,site_s1
231.34,c1,search,6.35,-4.32,-14.18,1600,25.158,site_s1
232.34,c1,search,6.82,-4.48,-14.21,1600,25.188,site_s1
233.34,c1,search,7.48,-4.56,-14.19,1600,25.17,site_s1
234.34,c1,search,6.86,-4.19,-14.19,1600,25.175,site_s1
235.34,c1,search,6.75,-4.5,-14.17,1600,25.149,site_s1
236.34,c1,search,4.64,-4.25,-14.16,1600,25.14,site_s1
237.34,c1,search,4.63,-4.46,-14.16,1600,25.143,site_s1
238.34,c1,search,6.24,-4.51,-14.18,1600,25.162,site_s1
239.34,c1,search,6.38,-4.47,-14.2,1600,25.183,site_s1
240.34,c1,search,32.0,20.71,10.98,,0.0,sub_s23
241.34,c1,search,31.1,20.3,10.98,,0.0,sub_s23
242.34,c1,search,31.1,19.81,11.3,,0.0,sub_s23
243.34,c1,search,31.1,19.63,11.29,,0.0,sub_s23
244.34,c1,search,31.1,19.63,11.16,,0.0,sub_s23
245.34,c1,search,31.1,19.59,11.34,,0.0,sub_s23
246.34,c1,search,31.1,19.65,11.57,,0.0,sub_s23
247.33,c1,search,31.1,19.46,11.3,,0.0,sub_s23
248.34,c1,search,31.1,19.59,11.25,,0.0,sub_s23
249.34,c1,search,31.1,19.66,11.29,,0.0,sub_s23
250.34,c1,search,31.1,19.2,11.3,,0.0,sub_s23
251.34,c1,search,31.1,19.52,11.48,,0.0,sub_s23
252.33,c1,search,31.1,20.24,11.52,,0.0,sub_s23
253.34,c1,search,31.1,20.19,11.5,,0.0,sub_s23
254.34,c1,search,31.1,19.84,11.49,,0.0,sub_s23
255.34,c1,search,31.1,19.61,11.39,,0.0,sub_s23
256.34,c1,search,31.1,19.59,11.45,,0.0,sub_s23
257.34,c1,search,31.1,19.88,11.22,,0.0,sub_s23
258.34,c1,search,31.1,20.06,11.23,,0.0,sub_s23
259.34,c1,search,31.1,19.52,11.49,,0.0,sub_s23
260.34,c1,search,31.1,20.34,11.52,,0.0,sub_s23
261.34,c1,search,31.1,19.85,11.5,,0.0,sub_s23
262.34,c1,search,31.1,19.72,11.27,,0.0,sub_s23
263.34,c1,search,31.1,19.75,11.28,,0.0,sub_s23
264.34,c1,search,31.1,19.82,11.28,,0.0,sub_s23
265.34,c1,search,31.1,19.63,11.28,,0.0,sub_s23
266.34,c1,search,31.1,19.11,10.92,,0.0,sub_s23
267.34,c1,search,31.1,19.09,10.92,,0.0,sub_s23
268.34,c1,search,31.1,19.21,11.39,,0.0,sub_s23
269.34,c1,search,31.1,19.81,11.47,,0.0,sub_s23
270.34,c1,search,31.1,20.08,11.33,,0.0,sub_s23
271.34,c1,search,31.1,20.08,11.4,,0.0,sub_s23
272.33,c1,search,31.1,19.84,11.4,,0.0,sub_s23
273.34,c1,search,31.1,19.94,11.14,,0.0,sub_s23
274.34,c1,search,31.1,19.7,11.33,,0.0,sub_s23
275.34,c1,search,31.1,19.16,11.48,,0.0,sub_s23
276.34,c1,search,31.1,19.29,11.51,,0.0,sub_s23
277.34,c1,search,31.1,19.53,11.43,,0.0,sub_s23
278.34,c1,search,31.1,19.27,11.51,,0.0,sub_s23
279.34,c1,search,31.1,19.8,11.51,,0.0,sub_s23
280.33,c1,search,31.1,19.74,11.24,,0.0,sub_s23
281.34,c1,search,31.1,19.07,11.23,,0.0,sub_s23
282.34,c1,search,31.1,19.63,11.18,,0.0,sub_s23
283.34,c1,search,31.1,19.9,11.49,,0.0,sub_s23
284.34,c1,search,31.1,19.91,11.55,,0.0,sub_s23
285.34,c1,search,31.1,19.74,11.55,,0.0,sub_s23
286.34,c1,search,31.1,19.47,11.56,,0.0,sub_s23
287.33,c1,search,31.1,19.59,11.24,,0.0,sub_s23
288.34,c1,search,31.1,19.71,11.22,,0.0,sub_s23
289.34,c1,search,31.1,20.01,11.18,,0.0,sub_s23
290.34,c1,search,31.1,20.01,11.18,,0.0,sub_s23
291.34,c1,search,31.1,19.75,11.31,,0.0,sub_s23
292.34,c1,search,31.1,20.01,11.29,,0.0,sub_s23
293.34,c1,search,31.1,19.53,11.43,,0.0,sub_s23
294.34,c1,search,31.1,19.53,11.5,,0.0,sub_s23
295.34,c1,search,31.1,19.85,11.46,,0.0,sub_s23
296.34,c1,search,31.1,19.22,11.46,,0.0,sub_s23
297.34,c1,search,31.1,19.87,11.25,,0.0,sub_s23
298.34,c1,search,31.1,19.75,11.27,,0.0,sub_s23
299.34,c1,search,31.1,19.73,11.5,,0.0,sub_s23
300.33,c1,search,31.1,20.71,10.98,,0.0,sub_s23
