policy,t_rel_s,class,n,S1_pct,S2_pct,S3_pct
SORTS,37,reserve,180,0.0,60.56,39.44
SORTS,37,search,268,0.0,58.96,41.04
SORTS,38,recommend,358,0.0,57.26,42.74
SORTS,38,reserve,176,0.0,63.64,36.36
SORTS,38,search,264,0.0,56.82,43.18
SORTS,39,recommend,359,0.0,60.72,39.28
SORTS,39,reserve,174,0.0,63.22,36.78
SORTS,39,search,269,0.0,52.42,47.58
SORTS,40,recommend,353,0.0,56.94,43.06
SORTS,40,reserve,180,0.0,58.33,41.67
SORTS,40,search,267,0.0,56.55,43.45
SORTS,41,recommend,354,0.0,56.78,43.22
SORTS,41,reserve,179,0.0,63.13,36.87
SORTS,41,search,266,0.0,56.02,43.98
SORTS,42,recommend,358,0.0,57.54,42.46
SORTS,42,reserve,180,0.0,61.11,38.89
SORTS,42,search,264,0.0,60.61,39.39
SORTS,43,recommend,356,0.0,58.43,41.57
SORTS,43,reserve,175,0.0,59.43,40.57
SORTS,43,search,268,0.0,60.45,39.55
SORTS,44,recommend,355,0.0,54.93,45.07
SORTS,44,reserve,177,0.0,60.45,39.55
SORTS,44,search,268,0.0,61.57,38.43
SORTS,45,recommend,356,0.0,56.18,43.82
SORTS,45,reserve,178,0.0,59.55,40.45
SORTS,45,search,267,0.0,62.55,37.45
SORTS,46,recommend,350,0.0,59.43,40.57
SORTS,46,reserve,179,0.0,60.34,39.66
SORTS,46,search,266,0.0,56.39,43.61
SORTS,47,recommend,361,0.0,57.34,42.66
SORTS,47,reserve,178,0.0,60.11,39.89
SORTS,47,search,264,0.0,59.09,40.91
SORTS,48,recommend,356,0.0,58.99,41.01
SORTS,48,reserve,174,0.0,59.2,40.8
SORTS,48,search,270,0.0,57.41,42.59
SORTS,49,recommend,355,0.0,59.44,40.56
SORTS,49,reserve,181,0.0,59.12,40.88
SORTS,49,search,265,0.0,55.47,44.53
SORTS,50,recommend,355,0.0,55.49,44.51
SORTS,50,reserve,179,0.0,52.51,47.49
SORTS,50,search,267,0.0,62.55,37.45
SORTS,51,recommend,356,0.0,59.27,40.73
SORTS,51,reserve,178,0.0,58.43,41.57
SORTS,51,search,266,0.0,57.52,42.48
SORTS,52,recommend,355,0.0,56.9,43.1
SORTS,52,reserve,175,0.0,60.0,40.0
SORTS,52,search,266,0.0,60.9,39.1
SORTS,53,recommend,357,0.0,58.82,41.18
SORTS,53,reserve,178,0.0,60.67,39.33
SORTS,53,search,270,0.0,57.78,42.22
SORTS,54,recommend,354,0.0,56.5,43.5
SORTS,54,reserve,180,0.0,61.11,38.89
SORTS,54,search,266,0.0,57.52,42.48
SORTS,55,recommend,353,0.0,57.79,42.21
SORTS,55,reserve,178,0.0,62.92,37.08
SORTS,55,search,266,0.0,57.52,42.48
SORTS,56,recommend,359,0.0,58.22,41.78
SORTS,56,reserve,177,0.0,60.45,39.55
SORTS,56,search,263,0.0,57.03,42.97
SORTS,57,recommend,356,0.0,58.15,41.85
SORTS,57,reserve,176,0.0,59.66,40.34
SORTS,57,search,270,0.0,58.52,41.48
SORTS,58,recommend,355,0.0,58.03,41.97
SORTS,58,reserve,178,0.0,57.3,42.7
SORTS,58,search,267,0.0,59.55,40.45
SORTS,59,recommend,352,0.0,60.51,39.49
SORTS,59,reserve,180,0.0,57.22,42.78
SORTS,59,search,268,0.0,59.33,40.67
SORTS,60,recommend,359,0.0,57.94,42.06
SORTS,60,reserve,178,0.0,58.99,41.01
SORTS,60,search,262,0.0,55.73,44.27
SORTS,61,recommend,357,0.0,57.42,42.58
SORTS,61,reserve,176,0.0,59.09,40.91
SORTS,61,search,269,0.0,60.22,39.78
SORTS,62,recommend,354,0.0,59.6,40.4
SORTS,62,reserve,177,0.0,61.02,38.98
SORTS,62,search,267,0.0,56.18,43.82
SORTS,63,recommend,353,0.0,58.92,41.08
SORTS,63,reserve,179,0.0,61.45,38.55
SORTS,63,search,268,0.0,56.72,43.28
SORTS,64,recommend,354,0.0,56.78,43.22
SORTS,64,reserve,180,0.0,55.0,45.0
SORTS,64,search,267,0.0,60.67,39.33
SORTS,65,recommend,361,0.0,58.45,41.55
SORTS,65,reserve,176,0.0,57.39,42.61
SORTS,65,search,263,0.0,60.46,39.54
SORTS,66,recommend,356,0.0,57.87,42.13
SORTS,66,reserve,175,0.0,61.14,38.86
SORTS,66,search,268,0.0,58.58,41.42
SORTS,67,recommend,352,0.0,53.41,46.59
SORTS,67,reserve,180,0.0,61.11,38.89
SORTS,67,search,268,0.0,62.31,37.69
SORTS,68,recommend,353,0.0,58.07,41.93
SORTS,68,reserve,178,0.0,59.55,40.45
SORTS,68,search,268,0.0,60.07,39.93
SORTS,69,recommend,357,0.0,55.18,44.82
SORTS,69,reserve,180,0.0,53.89,46.11
SORTS,69,search,263,0.0,65.4,34.6
SORTS,70,recommend,359,0.0,59.61,40.39
SORTS,70,reserve,175,0.0,54.86,45.14
SORTS,70,search,267,0.0,59.93,40.07
SORTS,71,recommend,354,0.0,56.21,43.79
SORTS,71,reserve,177,0.0,62.15,37.85
SORTS,71,search,269,0.0,61.34,38.66
SORTS,72,recommend,356,0.0,58.15,41.85
SORTS,72,reserve,180,0.0,61.11,38.89
SORTS,72,search,266,0.0,58.65,41.35
SORTS,73,recommend,353,0.0,58.36,41.64
SORTS,73,reserve,178,0.0,54.49,45.51
SORTS,73,search,268,0.0,62.69,37.31
SORTS,74,recommend,358,0.0,55.87,44.13
SORTS,74,reserve,177,0.0,58.76,41.24
SORTS,74,search,264,0.0,61.74,38.26
SORTS,75,recommend,357,0.0,56.02,43.98
SORTS,75,reserve,176,0.0,55.11,44.89
SORTS,75,search,268,0.0,62.69,37.31
SORTS,76,recommend,355,0.0,59.72,40.28
SORTS,76,reserve,178,0.0,57.3,42.7
SORTS,76,search,267,0.0,59.18,40.82
SORTS,77,recommend,352,0.0,56.25,43.75
SORTS,77,reserve,180,0.0,62.78,37.22
SORTS,77,search,268,0.0,60.07,39.93
SORTS,78,recommend,358,0.0,59.22,40.78
SORTS,78,reserve,178,0.0,59.55,40.45
SORTS,78,search,265,0.0,57.36,42.64
SORTS,79,recommend,358,0.0,53.35,46.65
SORTS,79,reserve,175,0.0,58.86,41.14
SORTS,79,search,266,0.0,62.03,37.97
SORTS,80,recommend,354,0.0,57.91,42.09
SORTS,80,reserve,179,0.0,58.66,41.34
SORTS,80,search,267,0.0,60.67,39.33
SORTS,81,recommend,354,0.0,59.89,40.11
SORTS,81,reserve,177,0.0,57.06,42.94
SORTS,81,search,268,0.0,59.33,40.67
SORTS,82,recommend,355,0.0,57.46,42.54
SORTS,82,reserve,179,0.0,55.87,44.13
SORTS,82,search,267,0.0,61.8,38.2
SORTS,83,recommend,358,0.0,59.22,40.78
SORTS,83,reserve,178,0.0,60.11,39.89
SORTS,83,search,263,0.0,57.41,42.59
SORTS,84,recommend,357,0.0,55.18,44.82
SORTS,84,reserve,175,0.0,56.57,43.43
SORTS,84,search,270,0.0,61.11,38.89
SORTS,85,recommend,353,0.0,56.37,43.63
SORTS,85,reserve,179,0.0,60.34,39.66
SORTS,85,search,267,0.0,60.3,39.7
SORTS,86,recommend,354,0.0,56.78,43.22
SORTS,86,reserve,180,0.0,62.22,37.78
SORTS,86,search,265,0.0,59.62,40.38
SORTS,87,recommend,357,0.0,61.06,38.94
SORTS,87,reserve,178,0.0,56.74,43.26
SORTS,87,search,265,0.0,56.98,43.02
SORTS,88,recommend,357,0.0,59.94,40.06
SORTS,88,reserve,175,0.0,58.86,41.14
SORTS,88,search,268,0.0,54.85,45.15
SORTS,89,recommend,355,0.0,61.13,38.87
SORTS,89,reserve,179,0.0,59.78,40.22
SORTS,89,search,267,0.0,54.68,45.32
SORTS,90,recommend,355,0.0,58.31,41.69
SORTS,90,reserve,178,0.0,60.67,39.33
SORTS,90,search,268,0.0,55.97,44.03
SORTS,91,recommend,352,0.0,53.41,46.59
SORTS,91,reserve,179,0.0,65.36,34.64
SORTS,91,search,267,0.0,60.3,39.7
SORTS,92,recommend,361,0.0,58.17,41.83
SORTS,92,reserve,177,0.0,59.32,40.68
SORTS,92,search,263,0.0,58.56,41.44
SORTS,93,recommend,355,0.0,54.65,45.35
SORTS,93,reserve,175,0.0,60.0,40.0
SORTS,93,search,268,0.0,61.57,38.43
SORTS,94,recommend,355,0.0,56.62,43.38
SORTS,94,reserve,179,0.0,60.34,39.66
SORTS,94,search,268,0.0,58.21,41.79
SORTS,95,recommend,353,0.0,55.52,44.48
SORTS,95,reserve,180,0.0,57.22,42.78
SORTS,95,search,268,0.0,64.18,35.82
SORTS,96,recommend,357,0.0,57.14,42.86
SORTS,96,reserve,179,0.0,62.57,37.43
SORTS,96,search,263,0.0,56.27,43.73
SORTS,97,recommend,358,0.0,54.19,45.81
SORTS,97,reserve,174,0.0,55.75,44.25
SORTS,97,search,268,0.0,64.18,35.82
SORTS,98,recommend,353,0.0,58.07,41.93
SORTS,98,reserve,178,0.0,59.55,40.45
SORTS,98,search,268,0.0,59.7,40.3
SORTS,99,recommend,356,0.0,59.55,40.45
SORTS,99,reserve,178,0.0,58.43,41.57
SORTS,99,search,268,0.0,57.84,42.16
SORTS,100,recommend,355,0.0,58.59,41.41
SORTS,100,reserve,180,0.0,58.89,41.11
SORTS,100,search,264,0.0,57.2,42.8
SORTS,101,recommend,354,0.0,58.76,41.24
SORTS,101,reserve,177,0.0,54.24,45.76
SORTS,101,search,267,0.0,60.67,39.33
SORTS,102,recommend,359,0.0,56.82,43.18
SORTS,102,reserve,176,0.0,60.23,39.77
SORTS,102,search,267,0.0,59.55,40.45
SORTS,103,recommend,355,0.0,54.65,45.35
SORTS,103,reserve,178,0.0,64.04,35.96
SORTS,103,search,268,0.0,60.45,39.55
SORTS,104,recommend,354,0.0,55.08,44.92
SORTS,104,reserve,178,0.0,61.24,38.76
SORTS,104,search,267,0.0,61.42,38.58
SORTS,105,recommend,357,0.0,61.06,38.94
SORTS,105,reserve,181,0.0,64.64,35.36
SORTS,105,search,264,0.0,53.03,46.97
SORTS,106,recommend,357,0.0,54.34,45.66
SORTS,106,reserve,174,0.0,62.64,37.36
SORTS,106,search,267,0.0,61.42,38.58
SORTS,107,recommend,353,0.0,61.76,38.24
SORTS,107,reserve,178,0.0,55.62,44.38
SORTS,107,search,268,0.0,56.72,43.28
SORTS,108,recommend,354,0.0,55.37,44.63
SORTS,108,reserve,178,0.0,60.11,39.89
SORTS,108,search,267,0.0,62.55,37.45
SORTS,109,recommend,354,0.0,58.47,41.53
SORTS,109,reserve,180,0.0,60.0,40.0
SORTS,109,search,266,0.0,58.65,41.35
SORTS,110,recommend,358,0.0,55.87,44.13
SORTS,110,reserve,177,0.0,62.71,37.29
SORTS,110,search,265,0.0,59.62,40.38
SORTS,111,recommend,356,0.0,60.11,39.89
SORTS,111,reserve,176,0.0,63.07,36.93
SORTS,111,search,267,0.0,55.43,44.57
SORTS,112,recommend,356,0.0,56.74,43.26
SORTS,112,reserve,179,0.0,59.22,40.78
SORTS,112,search,268,0.0,59.7,40.3
SORTS,113,recommend,354,0.0,56.78,43.22
SORTS,113,reserve,178,0.0,61.8,38.2
SORTS,113,search,267,0.0,60.67,39.33
SORTS,114,recommend,357,0.0,57.14,42.86
SORTS,114,reserve,179,0.0,60.89,39.11
SORTS,114,search,265,0.0,56.6,43.4
SORTS,115,recommend,359,0.0,59.33,40.67
SORTS,115,reserve,176,0.0,59.66,40.34
SORTS,115,search,267,0.0,56.93,43.07
SORTS,116,recommend,352,0.0,55.4,44.6
SORTS,116,reserve,177,0.0,54.24,45.76
SORTS,116,search,267,0.0,64.79,35.21
SORTS,117,recommend,355,0.0,59.15,40.85
SORTS,117,reserve,179,0.0,58.1,41.9
SORTS,117,search,268,0.0,56.72,43.28
SORTS,118,recommend,354,0.0,56.78,43.22
SORTS,118,reserve,179,0.0,62.01,37.99
SORTS,118,search,266,0.0,60.9,39.1
SORTS,119,recommend,359,0.0,56.55,43.45
SORTS,119,reserve,177,0.0,62.15,37.85
SORTS,119,search,265,0.0,60.0,40.0
SORTS,120,recommend,354,0.0,55.37,44.63
SORTS,120,reserve,175,0.0,54.86,45.14
SORTS,120,search,266,0.0,60.9,39.1
SORTS,121,recommend,355,0.0,53.24,46.76
SORTS,121,reserve,180,0.0,63.89,36.11
SORTS,121,search,269,18.22,52.79,29.0
SORTS,122,recommend,355,0.0,56.62,43.38
SORTS,122,reserve,179,0.0,60.89,39.11
SORTS,122,search,264,37.12,42.8,20.08
SORTS,123,recommend,355,0.0,60.28,39.72
SORTS,123,reserve,178,0.0,58.43,41.57
SORTS,123,search,267,36.7,41.2,22.1
SORTS,124,recommend,358,0.0,56.7,43.3
SORTS,124,reserve,176,0.0,59.66,40.34
SORTS,124,search,266,34.59,45.49,19.92
SORTS,125,recommend,356,0.0,57.02,42.98
SORTS,125,reserve,176,0.0,60.23,39.77
SORTS,125,search,269,35.32,45.72,18.96
SORTS,126,recommend,354,0.0,58.19,41.81
SORTS,126,reserve,178,0.0,57.87,42.13
SORTS,126,search,268,35.07,43.28,21.64
SORTS,127,recommend,355,0.0,58.31,41.69
SORTS,127,reserve,181,0.0,62.43,37.57
SORTS,127,search,265,36.23,41.51,22.26
SORTS,128,recommend,358,0.0,56.42,43.58
SORTS,128,reserve,177,0.0,67.23,32.77
SORTS,128,search,265,33.58,43.4,23.02
SORTS,129,recommend,355,0.0,56.34,43.66
SORTS,129,reserve,175,0.0,61.14,38.86
SORTS,129,search,266,34.21,47.37,18.42
SORTS,130,recommend,356,0.0,58.71,41.29
SORTS,130,reserve,178,0.0,57.3,42.7
SORTS,130,search,270,35.93,42.96,21.11
SORTS,131,recommend,352,0.0,55.97,44.03
SORTS,131,reserve,181,0.0,59.67,40.33
SORTS,131,search,264,36.74,43.56,19.7
SORTS,132,recommend,358,0.0,57.82,42.18
SORTS,132,reserve,178,0.0,59.55,40.45
SORTS,132,search,266,35.71,44.36,19.92
SORTS,133,recommend,356,0.0,56.18,43.82
SORTS,133,reserve,174,0.0,63.22,36.78
SORTS,133,search,267,35.21,41.95,22.85
SORTS,134,recommend,356,0.0,55.62,44.38
SORTS,134,reserve,179,0.0,60.89,39.11
SORTS,134,search,267,36.33,44.57,19.1
SORTS,135,recommend,355,0.0,58.87,41.13
SORTS,135,reserve,178,0.0,55.06,44.94
SORTS,135,search,268,38.06,41.04,20.9
SORTS,136,recommend,354,0.0,56.5,43.5
SORTS,136,reserve,180,0.0,56.67,43.33
SORTS,136,search,265,31.7,49.43,18.87
SORTS,137,recommend,357,0.0,57.14,42.86
SORTS,137,reserve,177,0.0,59.32,40.68
SORTS,137,search,266,36.47,43.23,20.3
SORTS,138,recommend,356,0.0,59.27,40.73
SORTS,138,reserve,176,0.0,57.95,42.05
SORTS,138,search,269,36.43,41.64,21.93
SORTS,139,recommend,356,0.0,57.3,42.7
SORTS,139,reserve,180,0.0,61.11,38.89
SORTS,139,search,267,34.08,43.82,22.1
SORTS,140,recommend,352,0.0,57.95,42.05
SORTS,140,reserve,178,0.0,56.74,43.26
SORTS,140,search,267,38.95,40.82,20.22
SORTS,141,recommend,357,0.0,54.9,45.1
SORTS,141,reserve,178,0.0,61.8,38.2
SORTS,141,search,263,36.12,46.01,17.87
SORTS,142,recommend,358,0.0,62.57,37.43
SORTS,142,reserve,174,0.0,56.32,43.68
SORTS,142,search,269,36.8,38.66,24.54
SORTS,143,recommend,354,0.0,56.21,43.79
SORTS,143,reserve,180,0.0,59.44,40.56
SORTS,143,search,266,36.84,44.36,18.8
SORTS,144,recommend,357,0.0,56.86,43.14
SORTS,144,reserve,177,0.0,62.71,37.29
SORTS,144,search,269,36.43,42.01,21.56
SORTS,145,recommend,352,0.0,55.68,44.32
SORTS,145,reserve,179,0.0,65.92,34.08
SORTS,145,search,264,35.61,43.56,20.83
SORTS,146,recommend,358,0.0,58.94,41.06
SORTS,146,reserve,178,0.0,61.8,38.2
SORTS,146,search,266,34.59,43.61,21.8
SORTS,147,recommend,356,0.0,57.87,42.13
SORTS,147,reserve,175,0.0,58.29,41.71
SORTS,147,search,270,37.04,41.11,21.85
SORTS,148,recommend,354,0.0,59.32,40.68
SORTS,148,reserve,180,0.0,61.67,38.33
SORTS,148,search,264,33.71,43.18,23.11
SORTS,149,recommend,355,0.0,57.46,42.54
SORTS,149,reserve,177,0.0,59.89,40.11
SORTS,149,search,268,37.69,41.42,20.9
SORTS,150,recommend,354,0.0,56.5,43.5
SORTS,150,reserve,180,0.0,57.78,42.22
SORTS,150,search,266,34.59,47.37,18.05
SORTS,151,recommend,359,0.0,56.82,43.18
SORTS,151,reserve,176,0.0,62.5,37.5
SORTS,151,search,266,36.84,41.73,21.43
SORTS,152,recommend,355,0.0,58.03,41.97
SORTS,152,reserve,178,0.0,57.3,42.7
SORTS,152,search,268,36.57,42.54,20.9
SORTS,153,recommend,355,0.0,58.31,41.69
SORTS,153,reserve,177,0.0,61.02,38.98
SORTS,153,search,267,35.96,42.7,21.35
SORTS,154,recommend,355,0.0,60.28,39.72
SORTS,154,reserve,179,0.0,60.34,39.66
SORTS,154,search,267,35.58,41.2,23.22
SORTS,155,recommend,357,0.0,60.78,39.22
SORTS,155,reserve,178,0.0,56.18,43.82
SORTS,155,search,265,37.74,40.0,22.26
SORTS,156,recommend,356,0.0,55.9,44.1
SORTS,156,reserve,176,0.0,61.93,38.07
SORTS,156,search,269,38.29,43.12,18.59
SORTS,157,recommend,354,0.0,56.5,43.5
SORTS,157,reserve,179,0.0,64.8,35.2
SORTS,157,search,266,36.47,40.98,22.56
SORTS,158,recommend,353,0.0,54.67,45.33
SORTS,158,reserve,179,0.0,65.92,34.08
SORTS,158,search,267,37.08,41.57,21.35
SORTS,159,recommend,358,0.0,55.59,44.41
SORTS,159,reserve,178,0.0,62.92,37.08
SORTS,159,search,264,35.98,43.56,20.45
SORTS,160,recommend,357,0.0,54.62,45.38
SORTS,160,reserve,175,0.0,60.57,39.43
SORTS,160,search,267,38.95,41.2,19.85
SORTS,161,recommend,355,0.0,57.18,42.82
SORTS,161,reserve,178,0.0,56.18,43.82
SORTS,161,search,269,32.34,48.7,18.96
SORTS,162,recommend,355,0.0,56.9,43.1
SORTS,162,reserve,179,0.0,61.45,38.55
SORTS,162,search,266,37.22,42.48,20.3
SORTS,163,recommend,353,0.0,57.51,42.49
SORTS,163,reserve,180,0.0,58.89,41.11
SORTS,163,search,267,37.45,41.57,20.97
SORTS,164,recommend,359,0.0,54.87,45.13
SORTS,164,reserve,176,0.0,61.36,38.64
SORTS,164,search,265,37.36,43.77,18.87
SORTS,165,recommend,356,0.0,57.87,42.13
SORTS,165,reserve,175,0.0,58.86,41.14
SORTS,165,search,268,36.57,42.54,20.9
SORTS,166,recommend,355,0.0,56.9,43.1
SORTS,166,reserve,180,0.0,59.44,40.56
SORTS,166,search,267,38.2,40.82,20.97
SORTS,167,recommend,353,0.0,57.22,42.78
SORTS,167,reserve,179,0.0,58.66,41.34
SORTS,167,search,266,39.1,41.73,19.17
SORTS,168,recommend,356,0.0,59.55,40.45
SORTS,168,reserve,178,0.0,59.55,40.45
SORTS,168,search,264,33.71,45.45,20.83
SORTS,169,recommend,359,0.0,54.32,45.68
SORTS,169,reserve,175,0.0,56.57,43.43
SORTS,169,search,269,34.57,49.44,15.99
SORTS,170,recommend,353,0.0,58.64,41.36
SORTS,170,reserve,179,0.0,53.63,46.37
SORTS,170,search,267,38.58,41.95,19.48
SORTS,171,recommend,356,0.0,58.99,41.01
SORTS,171,reserve,178,0.0,51.69,48.31
SORTS,171,search,268,41.04,40.67,18.28
SORTS,172,recommend,353,0.0,57.22,42.78
SORTS,172,reserve,180,0.0,58.89,41.11
SORTS,172,search,265,36.6,44.53,18.87
SORTS,173,recommend,358,0.0,58.38,41.62
SORTS,173,reserve,176,0.0,61.93,38.07
SORTS,173,search,267,38.2,40.07,21.72
SORTS,174,recommend,358,0.0,60.06,39.94
SORTS,174,reserve,175,0.0,53.71,46.29
SORTS,174,search,267,34.83,43.07,22.1
SORTS,175,recommend,354,0.0,57.91,42.09
SORTS,175,reserve,178,0.0,61.8,38.2
SORTS,175,search,265,37.36,40.75,21.89
SORTS,176,recommend,354,0.0,56.5,43.5
SORTS,176,reserve,181,0.0,59.67,40.33
SORTS,176,search,266,38.72,40.6,20.68
SORTS,177,recommend,356,0.0,58.43,41.57
SORTS,177,reserve,178,0.0,61.8,38.2
SORTS,177,search,267,37.83,40.45,21.72
SORTS,178,recommend,359,0.0,53.48,46.52
SORTS,178,reserve,176,0.0,71.02,28.98
SORTS,178,search,267,38.2,40.07,21.72
SORTS,179,recommend,354,0.0,56.5,43.5
SORTS,179,reserve,178,0.0,58.43,41.57
SORTS,179,search,269,32.34,45.72,21.93
SORTS,180,recommend,352,0.0,57.67,42.33
SORTS,180,reserve,177,0.0,58.19,41.81
SORTS,180,search,264,37.5,40.53,21.97
SORTS,181,recommend,354,0.0,55.93,44.07
SORTS,181,reserve,179,0.0,61.45,38.55
SORTS,181,search,263,36.5,51.71,11.79
SORTS,182,recommend,358,0.0,58.38,41.62
SORTS,182,reserve,177,0.0,57.06,42.94
SORTS,182,search,267,35.96,64.04,0.0
SORTS,183,recommend,357,0.0,57.14,42.86
SORTS,183,reserve,176,0.0,57.95,42.05
SORTS,183,search,269,32.71,67.29,0.0
SORTS,184,recommend,354,0.0,58.47,41.53
SORTS,184,reserve,179,0.0,57.54,42.46
SORTS,184,search,267,31.09,68.91,0.0
SORTS,185,recommend,354,0.0,59.04,40.96
SORTS,185,reserve,179,0.0,59.22,40.78
SORTS,185,search,267,37.83,62.17,0.0
SORTS,186,recommend,356,0.0,54.21,45.79
SORTS,186,reserve,179,0.0,60.89,39.11
SORTS,186,search,262,34.73,65.27,0.0
SORTS,187,recommend,357,0.0,55.18,44.82
SORTS,187,reserve,176,0.0,64.2,35.8
SORTS,187,search,271,38.01,61.99,0.0
SORTS,188,recommend,356,0.0,55.34,44.66
SORTS,188,reserve,176,0.0,63.64,36.36
SORTS,188,search,266,32.33,67.67,0.0
SORTS,189,recommend,355,0.0,56.34,43.66
SORTS,189,reserve,180,0.0,59.44,40.56
SORTS,189,search,269,36.06,63.94,0.0
SORTS,190,recommend,354,0.0,54.52,45.48
SORTS,190,reserve,178,0.0,65.17,34.83
